L1 Hawaiian_Text,Reference_Translation
"Ma keia oli ana a Kamapuaa, noonoo o Hina, o Kamapuaa keia. Makau iho la, nokamea o Hina no ka wahine i hele i Kalihi, a lilo ai ka ipu papai.","By this chant recited by Kamapuaa, Hina began to think that this must be Kamapuaa himself, and so she became afraid, because it was she who went to Kalihi and there lost her calabash of crabs."
"Nolaila, wahi aku ana o Hina i ke kua o ka hale, i wahi e puka ai i waho, no ka mea, ua paa ka puka ia Kamapuaa. A hemo o Hina i waho o ka hale, holokiki aku la ia e olelo ia Kahikiula a me Kahikihonuakele. E mama awa ana nae laua. I aku o Hina: “E! O Kamapuaa ei ae, ua hiki mai nei.” Nolaila, hele aku la lakou e aloha me ka hoohaahaa i mua o Kamapuaa, a oli aku la o Hina i ka inoa o Kamapuaa, i mea e oluolu mai ai.","When she realized this she broke through the back end of the house with the idea of escaping, for Kamapuaa was standing in the doorway preventing her from going out that way. After Hina had made her escape from the house, she ran and told Kahikiula and Kahikihonuakele, who were preparing awa in another house, and said to them: “Say, Kamapuaa is coming; he has arrived.” At this they all went out to greet and to humble themselves before him. Hina then chanted a mele that was composed in his honor, in order to please him:"
"I luna kukui o Hanunanuna, I ke kaha o Waimalu, Kuu kane ua—e! Aohe makana i ko inaina e! Eia ka lani poko la, He waimaka ke ua iho nei, Ke ua iho nei a pulu la, Pulu kuu kino i ka manao la, Kuu keiki o ka pali hii e!","In the top of the kukui on Hanunanuna, On the shores of Waimalu, My sire, it is raining. I have no gifts to offer so as to appease your anger, For there is but the insufficient heavens, For the tears are coming down as rain. It is raining; I am wet; My body is wet with the rain, My son of the cliffs carried on the bosom."
"Hele aku la o Hina a moe malalo o Kamapuaa, noho iho la o Kamapuaa i luna o Hina. Oli mai la o Kahikiula i ka inoa o Kamapuaa:","Hina then approached Kamapuaa and laid down at his feet, and Kamapuaa sat on her. Kahikiula then chanted a mele in honor of Kamapuaa, saying:"
"I luna kukui o Hanunanuna, I ke kaha o Waimea, Kuu kane ua—e! Aohe a’u makana i ko huhu, Hookahi makana o ka waimaka, Ke ua iho nei e, a pulu la. [ ]","In the top of the kukui on Hanunanuna, On the shores of Waimea, My sire, it is raining. I have no gifts to offer so as to appease your anger, The only gift is my tears. It is raining; I am wet. [ ]"
"Hele aku la o Kahikiula a moe iho la malalo o Kamapuaa, e like me Hina. O Kahikihonuakele, kau mai la i kana mele ia Kamapuaa:","Kahikiula then approached Kamapuaa and laid down at his feet like Hina. Kahikihonuakele then chanted his mele in honor of Kamapuaa, saying:"
"Hanau ae no apopo ka olua keiki, O kou inoa no ka hoi keia, O iliala i ka hau anu o Kaala, Ko ili mahuna i ka awa, I noho i uka o Kaliupeapea, O ka ua kilinoe hau o Keke, I uka hoi ka hala me ka lehua, I kupu i uka o Kaliuwaa, O kou inoa ia e o mai.","Your son was born a bundle. This is indeed your name, The fragrant skin of the cold dew of Kaala, Your skin that is become scaly from awa Which grew in the uplands of Kaliupeapea, The fine rain of Keke, The hala and the lehua were in the uplands, Which sprouted in the uplands of Kaliuwaa. This is your name; make answer."
"A pau ke oli ana o Kahikihonuakele, hele aku la ia a moe i mua o Kamapuaa. Ku ae la o Kamapuaa a hehi ia lakou a hele aku la, nokamea, ua huhu loa o Kamapuaa ia lakou. Nolaila, noke aku la o Hina i ke oli ia Kamapuaa i na mele a pau i mea e lealea mai ai o Kamapuaa, ola lakou, aka, aohe maliu mai o Kamapuaa. A ike o Hina aohe maliu mai o Kamapuaa, alaila, wehe ae la ia i kona kapa a hele wale, me ke kuu i ka ma’i. A hahai aku la mahope o Kamapuaa, a ike o Kamapuaa ia Hina e hele kohana aku ana, huli mai la ia, a hoopau i kona huhu ana. Olelo mai la o Kamapuaa: “E make ka lawaia a olua, no ka olelo ana mai ia’u, e luu i lalo ko ihu, i loaa ka i’a.” Ae mai o Hina, e ai aku ana ka puaa, pau na lawaia la i ka make. I aku o Kamapuaa i na makua: “No ke aha la olua i hoohewahewa ai ia’u?” I mai na makua: “No ko maua ike no he puaa kou kino, aohe kino kanaka.” Ia wa hoike o Kamapuaa i na kino a pau ona, a hoi aku la i Kahiki me Koea. [ ]","At the conclusion of the chant by Kahikihonuakele, he approached Kamapuaa and laid in his presence. Kamapuaa then stood up and stepped on them all and proceeded on his way, for he was very angry with them all. At this Hina began to chant all the meles composed in honor of Kamapuaa, trying to please him and in that way save themselves; but all her meles and pleadings were in vain, for Kamapuaa would not listen. When Hina saw that all her efforts to appease the anger of Kamapuaa were in vain, she disrobed and went naked, following him. When Kamapuaa saw Hina following after him, entirely nude, he turned and abandoned his angry feelings, and said: “Your fisherman shall die, however, because of the words he spoke to me, that I must dive down into the sea to get my fish.” To this request Hina gave her consent. The hog then started in and in a very short time the fisherman was completely consumed. Kamapuaa then said to his parents: “Why did you two not recognize me?” The parents replied: “Because we knew that you had the form of a hog and did not have the form of a human being.” At this Kamapuaa showed them all his different forms; and after this he returned to Kahiki with Koea. [ ]"
"Kaao no Kaulu. Imi Kaulu i ke Kaina Oluolu.—Paio me na Uhane Lapu me na Pilikia.—Inu Oia i ke Kai.—Hoala ia Makalii no ke Kokua.—Hoka o Kaaona.—Mano, Kalakeenuiakane.—Hoi hou ke Kai.—No Haumea.—Hee Lonokaeho o na Lae Ewalu.—Make Mokolii, ke Kupua.","Legend of Kaulu. Kaulu Seeks His Kind Brother.—Encounters Ghosts and Other Obstacles.—He Drinks up the Sea.—Awakes Makalii for Aid.—Kaaona Foiled.—Shark Kalakeenuiakane.—The Sea Restored.—Of Haumea.—Lonokaeho of Eight Foreheads Overcome.—Mokolii, the Wizard, Killed."
"He keiki opiopio o Kaulu, no Kailua, i Koolau, Oahu. O Kukaohialaka, ka makuakane. He pauku kaula ia i kona hanau ana, a he mau kaikuaana kona elua. O Kaholeha, ka mea aloha ia ia, hookahi kaikuaana huhu loa ia ia. A o ke kaikuaana aloha ia ia, oia kai lilo ia Kane laua o Kanaloa, lawe ia a ka moku o Kuaihelani, noho. A mahope imi o Kaulu a hiki i Kuaihelani. Ma keia hele ana a Kaulu, he nui kona mau hoapaio. O ka mua o ka nalu nui; o ka lua o ka ale moe; o ke kolu o Kuilioloa; o ka ha o Keaumiki a me Keauka; o ka lima o ke ’kua.","Kaulu was a very young boy who once lived in Kailua, Koolau, Oahu. His father was Kukaohialaka. At the birth of Kaulu, he was in the form of a piece of cord. He had two older brothers. Kaholeha was the name of the brother who loved him, while the other brother did not like him at all, in fact he hated him. Some time after this the brother that thought a good deal of Kaulu was taken away by Kane and Kanaloa, to the island of Kuaihelani, where he was kept. Being attached to this brother, because of his great kindness, Kaulu concluded that he would go to Kuaihelani in search of him. On the voyage Kaulu encountered several obstacles. First he encountered large and terrible waves; secondly, he encountered the long waves; thirdly, he encountered Kuilioloa; fourthly he encountered Keaumiki and Keauka, and fifthly he encountered the gods or ghosts."
"A hiki o Kaulu i Kuaihelani, hele aku la ia a loko o ka ao loulu hou e owili ana, pee iho la ia. A ahiahi, hemo mai la kona kaikuaana i waho, hele aku la o Kaulu e launa pu. Ninau aku o Kaulu: “Pehea kou noho ana?” Olelo mai o Kaholeha: “Aohe pono.” I aku o Kaulu: “I ka wa ahiahi heaha ka oukou hana?” I mai ke kaikuaana: “He inu awa.” “Ae,” wahi a Kaulu. “Ina inu ka awa, olelo aku oe i ke ’kua, o ko lakou awa mua ke inu, a mahope kou. A inu oe i kou apu awa, e papa aku oe i ke ’kua, aole make walaau, a noho malie lakou, alaila, kahea ae oe, penei: ‘E ke ’kua e! eia ka awa o kaua.’ Na’u ia e olelo aku: ‘Inu hia. O ka ona wale ana ko’u.’ ” Hoi aku la ke kaikuaana a hana pela. I mai la ke ’kua: “He oi ka hoi kou o ke ’kua leo nui. He hea okoa mai no.” Pela no ka hana ana, a uluhua o Kana a me Kanaloa. Hoouna i na elele, e lele i luna e ninau ia Makalii i ke ano o keia mea. He kanaka paha, he ’kua paha.","When Kaulu arrived in the land of Kuaihelani, he went up to a loulu palm tree and hid in the leaves. That evening he saw his brother coming out of the house, so he went to meet him. Kaulu then asked him: “How are you getting along?” Kaholeha replied: “I am not happy.” Kaulu again asked him: “What do you all do in the evening?” The brother replied: “We drink awa.” “Yes,” said Kaulu, “when it is time to drink awa, you tell the gods that they can go ahead and drink their’s and that you will take your’s later. When it comes to your turn to drink awa, you order the gods not to talk, and when they are quiet then you call out to me as follows: ‘Say, my god, here is our awa.’ I will then answer back: ‘Drink it. I will take the intoxicating portion.’ ” The brother returned into the house and in time carried out the orders given him. When the gods heard the reply from without, they said: “What a loud voiced god you have. It even calls differently.” This was continued so often that Kane and Kanaloa became vexed and so they sent their messengers to fly up to Makalii and inquire of him of the nature of this thing, whether it is a human being or a god."
"A hiki ua elele i o Makalii la, olelo aku la ia ia, a lohe ia, olelo mai la: “Aohe akua, he kanaka, o Kaulu ka inoa.” A hiki na elele i mua o Kane laua o Kanaloa. Hai [ ] aku la i na olelo a Makalii. A lohe laua, huhu iho la laua i ke kaikuaana o Kaulu, nolaila, imi hala laua ia Kaholeha. Nolaila, hoowalewale o Kane laua me Kanaloa ia Kaholeha, e hele e auau kai, e heenalu. I ka hiki ana i kahi heenalu, ua pau o Kaholeha i ka ai ia e ka mano, nolaila, hele o Kaulu a hiki i ke kai.","When the messengers came in the presence of Makalii, they informed him of the nature of their mission. He replied: “The voice is not the voice of a god; it is the voice of a man, Kaulu by name.” When the messengers arrived back in the presence of Kane and Kanaloa, they reported what they had been told by Makalii. When the two [ ] heard the report, they became very angry with the brother of Kaulu, and so the two devised a way of getting Kaholeha into trouble. After they had thought out a plan they tempted Kaholeha to go down with them into the sea for a bath and to ride the surf. When they came to the place where the surf was breaking Kaholeha was caught by a shark and eaten. Therefore Kaulu went down to the seashore [in search of him]."
"Wehe ae la o Kaulu i ka waha ona, omo ia ke kai a pau i loko a maloo iho la ke kai, ahuwale na ia a pau loa. Noke o Kaulu i ka luku i ka mano, a me na i’a e ae. Ma keia imi ana a Kaulu, aole i loaa o Kaholeha. Nolaila, lele aku la ia i luna i o Makalii la e ninau ai. A hiki o Kaulu i o Makalii la, e moe ana o Makalii i luna ke alo, nokamea, he elemakule ia, aka, he mana nae, a me ka ikaika loa. Lele iho la o Kaulu iniki i ka opi o na uha, a puoho ae la o Makalii me ka uwe i ka eha.","When Kaulu arrived at the beach he stooped down and drank up the sea until the whole ocean was dried up and all the fish were exposed. Kaulu then proceeded to kill all the sharks and other kinds of fish. In this search for Kaholeha, Kaulu killed several fish without being able to find him, so he flew up to Makalii and asked him. When Kaulu arrived at the home of Makalii, he found him asleep with his face turned up, for Makalii was a very old man, but possessed of great powers and was very strong. When Kaulu saw him, he went up to him and pinched his leg, causing Makalii to wake up and cry out in pain."
"Oia ke kaikaina huhu o Makalii, ike mai la ia ia Kaulu. Amo mai la ia i ka pohaku nui, o Ikuwa ka inoa, ua like me Maui ka nui o ka pohaku. Nana aku la o Kaulu a ike. Ninau aku la ia Makalii: “Owai keia kanaka me ka pohaku nui e amo mai nei?” I mai la o Makalii: “O kuu kaikaina huhu.” A hiki o Kaaona i mua o Kaulu, hoonee iho la i ka pohaku i luna o Kaulu, me ka manao e pepe i ka pohaku. E koo ae ana o Kaulu: “Ea! paa ka pohaku a ua kanaka ikaika, a hea hoi haule iho?” Holo aku la o Kaaona me ka makau o make ia Kaulu.","Kaaona was the younger brother of Makalii and he was very ill tempered. When he saw Kaulu he took up a large rock called Ikuwa, being about as large as the island of Maui. When Kaulu saw this, he asked of Makalii: “Who is this man holding a large rock?” Makalii replied: “It is my ill tempered younger brother.” When Kaaona came up to Kaulu, he hurled the rock at Kaulu, thinking to crush him with it. Kaulu then stuck up his poi finger and held the rock up. Kaulu then said: “Say, the rock from the strong man is held up. When is it to fall down?” At seeing this Kaaona ran off fearful of being put to death by Kaulu."
"A mahope o keia, ninau aku o Kaulu ia Makalii: “Auhea kuu kaikuaana, e hai mai oe i ka mea nana i pepehi i ike au.” Olelo aku o Makalii: “Aia ko kaikuaana i loko o ke ’lii o na mano a pau loa.” Ninau aku o Kaulu: “E hai pono mai oe i ka mea nana i ai kuu kaikuaana?” Wahi a Makalii: “Aia i ka pukoa nui, e hamama ana o luna, he mano ia.”","Sometime after this Kaulu inquired of Makalii, saying: “Where is my older brother? Tell me who killed him, that I may know the person.” Makalii replied: “Your older brother is within the king of all the sharks.” Kaulu again asked him: “Tell me clearly who eat my brother.” Makalii replied: “He is in the great mound of coral rock which has an opening at the top, which is in reality a shark.”"
"He mano nui ia, oia ke ’lii o na mano a pau loa o loko o ke kai, a nana i moni ola ke kaikuaana o Kaulu. A pau ka Makalii olelo ana ia Kaulu, hoi mai la o Kaulu a hiki i mua o Kalakeenuiakane. Ninau aku la: “Ea! Ua ike auanei oe i kuu kaikuaana?” “Ae, ua ike, ua pau, ua hulu, ua kukae.” I aku o Kaulu: “He ikaika no?” “Ae.” “Pehea kou ikaika?” I mai o Kalakeenuiakane: “Ina e hamama kuu waha, o ke a luna i ka lani, o ke a lalo i ka honua.” Alaila, ninau iho o Kaulu i na lima ona: “E Limakaukahi a me Limapaihala, he ikaika io [ ] anei keia?” Hoole mai na lima: “Aole!” Hamama ka waha o ka mano, paa no ke a luna i ka lani, o ke a lalo i ka honua. Kahea aku la o Kaulu ia loko o ka opu e hele mai, oili mai ana o Kaholeha, ua pau ka lauoho i ka helelei, e ola ana no nae. Mahope o laila, hoi mai la o Kaulu me ke kaikuaana.","Kalakeenuiakane was a very large shark; he was the king of all the sharks in the sea, and it was this shark that swallowed alive the brother of Kaulu. At the conclusion of the conversation between Makalii and Kaulu, Kaulu returned and proceeded to the presence of Kalakeenuiakane and asked him: “Say, have you seen my brother?” “Yes, I have seen him; he is no more; he has turned into hair and into filth.” Kaulu then asked him: “Are you strong?” “Yes,” said the shark. “What is your strength?” Kalakeenuiakane replied: “If I open my mouth my upper jaw can reach the heaven while my lower jaw rests at the bottom of the earth.” Kaulu then asked of his own hands: “Say, Limakaukahi and Limapaihala, is he really strong?” The hands replied: [ ] “No.” The shark then opened its mouth and Kaulu stepped in and held the jaws open. He then called those in the belly of the shark to come out, and Kaholeha came forth; his hair was all gone, but he was still alive. Shortly after this Kaulu and his brother returned home."
"I aku o Kaulu i ke kaikuaana: “Mamua aku oe, mahope aku nei au.” Ia wa mimi o Kaulu i ke kai, a hoi hou ke kai e like me mamua. Eia nae, ua hohono a awaawa ke kai a hiki i keia la, aole pela mamua.","When they were ready to come away, Kaulu said to his brother: “You go on ahead, I will follow behind.” Kaulu then urinated and the sea was restored to its former condition. But it was salty and has smelled bad to this day; it was not so before."
"Hoi mai la o Kaulu ma mai Kuaihelani mai me kona kaikuaana a hiki i Moanalua. Hoonoho o Kaulu i ke kaikuaana i laila, hele mai la oia i ka makaikai a hiki i Niuhelewai, Kapalama, e noho ana o Haumea i laila.","Kaulu and his brother then returned from Kuaihelani and stopped at Moanalua, where Kaholeha remained, while Kaulu went off to Niuhelewai to see the place. Niuhelewai is a place at Kapalama, where Haumea lived."
"He ’kua o Haumea, aohe mea koe ia ia i ka ai ia, he wahine. A hiki o Kaulu, e moe ana o Haumea, hoala ae la o Kaulu a ala o Haumea. Ninau mai la o Haumea: “E hele ana oe i hea?” I aku o Kaulu: “I ka makaikai.” “Aole pono ke hele, he kapu keia wahi ia’u, he make.” I aku o Kaulu: “He ikaika no oe?” “Ae!” pela mai o Haumea. I aku o Kaulu: “Ae, e hoi au, a popo hiki mai au, hakaka kaua.” Ae mai o Haumea.","Haumea was a ghost [or akua] and no one who fell in its way was saved; all would be eaten up. Haumea was a woman. When Kaulu came to the home of Haumea, he found the ghost asleep, so Kaulu woke her up. Haumea then asked Kaulu: “Where are you going?” Kaulu replied: “Sightseeing.” “You cannot go any further; this place is sacred to me and death shall meet those who disobey.” Kaulu then asked the ghost: “Are you strong?” Haumea replied: “Yes.” Kaulu again said: “Yes, I will return and tomorrow I will come again, when we will fight.” Haumea assented to this."
"Eia ko Kaulu manao ia Haumea ma laila i loaa ona koko e paa ai o Haumea, oia na koko a Makalii, o Maoleha ma. Lele aku la o Kaulu a hiki ia Makalii, nonoi aku la i na koko. Ae mai la o Makalii, hoi mai la o Kaulu a hiki, ia wa e moe ana o Haumea. Nolaila, hoopuni o Kaulu i na upena maloko o ka hale, a eha puni i ka upena, a elua hoi puni o ka hale i na koko a Makalii ia Maoleha ma. A ike o Kaulu ua puni ka hale o Haumea i ka upena. Kahea aku la o Kaulu me ka leo nui:","The reason why Kaulu deferred the fight with Haumea was because he wished to get some nets (koko) to catch Haumea with. These were the nets of Makalii, called “Maoleha” and its mate. Kaulu then flew up to Makalii and asked for the nets. Makalii allowed him to take them, and Kaulu returned with the nets and he again found Haumea asleep. Kaulu then surrounded the house with four thicknesses of real fish nets and two thicknesses of the nets of Makalii, Maoleha and its mate. When Kaulu saw that the house of Haumea was completely encompassed with nets, he called out in a loud voice:"
"E ala e Haumea! Ua ao, ua kani ka moa, Ua lele ka okai o ke ao, Aia i luna ka Huhui, Eia au la o Kaulu, Ko hoa hakaka. E ala oe.","Wake up Haumea, It is daylight, the cock has crowed, Darkness has fled, Pleiades has risen. Here I am, Kaulu, Your opponent. You must wake up."
"A lohe o Haumea, ala mai la. I nana ae ka hana, ua paa o waho i ka upena. E noke aku ana i ke aki i ka upena, o ka hele ia a pau na upena eha, koe o na koko a Makalii, o Maoleha ma. Ia lalau ana aku o Haumea ia mau koko, e hao mai ana na koko paa o Haumea, pela no a luhi o Haumea hoi e hiamoe. Ma keia hiamoe ana, e puhi ae ana o Kaulu i ka hale o Haumea, pau o Haumea i ke ahi, a make iho la. [ ]","When Haumea heard the call, she woke up and looking about saw that she was entirely surrounded with nets. She then began to tear them with her teeth. After cutting through the four thickness of fish nets she came to the nets of Makalii, Maoleha and its mate. At these nets Haumea was unable to cut them, and became so entangled and exhausted that she went to sleep. While asleep Kaulu set the house on fire, which consumed Haumea, killing her. [ ]"
"A make o Haumea, pii aku la o Kaulu mai Niuhelewai aku a hiki i Nuuanu, mai laila aku a hiki i Koolau. E noho ana o Lonokaeho, ia ia o Koolau ia wa. Nona na lae ewalu, he mau lae oi a me ka ikaika loa. A hiki o Kaulu i mua o Lonokaeho, ninau mai o Lonokaeho: “Mahea mai oe?” I aku o Kaulu: “Maanei mai nei no wa’u.” Olelo mai o Lonokaeho: “Aole mea a maalo mai maanei, he kapu, he make, no ka mea, he kapu keia wahi ia’u, a he makau ia au a hiki i keia la e noho nei. Ina he ikaika oe, alaila ola oe i na la; ina aole make oe ia’u. I aku o Kaulu: “No kuu ikaika hiki au ianei.” Ia wa, hoike mai o Lonokaeho i na lae ewalu ona, he pohaku, he pahoa, he laau, he ohia, he nahele, he maile, he ieie, he hala, he lehua ko luna. A ike o Kaulu i na lae o Lonokaeho, ninau iho o Kaulu i na lima ona, ia Limakaukahi a me Limapaihala: “Pehea na lae ewalu o Lonokaeho.” I ae na lima: “Aole e pakele ia maua.” Ia wa, olelo aku o Kaulu ia Lonokaeho: “A hea la hoi ooki ou lae ewalu?” I mai o Lonokaeho: “Ooki no make oe, aole oe e ola.” E iho iho ana ka lae mua he pahoa oi ia, e alo ae ana o Kaulu hala, haule ka lae i lalo. E hao iho ana ka ieie me ka maile i ka hihi, me ke kolo paa i lalo. E oni ae ana ka lae, aole e hiki i luna. Pela no a pau na lae ewalu o Lonokaeho, lilo ae la o Koolau a puni ia Kaulu. Hele aku la o Kaulu a hiki i Kualoa ma ka lae o Kaoio, e noho ana o Mokolii i laila, he kupua, he iole ia.","After the death of Haumea, Kaulu went up from Niuhelewai to Nuuanu and from there to Koolau, where Lonokaeho was living. At this time Lonokaeho had charge of Koolau. This man had eight foreheads which were all sharp and very powerful. When Kaulu came in the presence of Lonokaeho, Lonokaeho asked him: “Where are you from?” Kaulu replied: “I came along this way.” Lonokaeho said: “No person is allowed to come this way, for the place is sacred and death will result, for I have placed a kapu over it, and because of this people fear me to this very time. If you are strong you shall live, but if not I will kill you.” Kaulu replied: “It is because I am strong that I am able to reach here.” Lonokaeho then exposed his eight foreheads, one was of stone, another of sharp edged rock, another of wood, another of ohia, another of certain weeds, another of maile vines, another of ieie , another of hala. On each of these foreheads grew lehua trees. When Kaulu saw the foreheads of Lonokaeho, he asked of his two hands, Limakaukahi and Limapaihala: “How about the eight foreheads of Lonokaeho?” The hands made reply: “They will not escape us.” Kaulu then said to Lonokaeho: “Then why don’t your eight foreheads go ahead and cut me?” Lonokaeho replied: “If they cut you, you will be dead, you will not be saved.” The first forehead then came down, the one of sharp rock, but Kaulu dodged, missing him and the forehead struck the ground. The ieie and the maile vines crawled over and covered it, which prevented it from getting up again. When the forehead tried to get up it was unable to move. Thus were all of the eight foreheads of Lonokaeho overcome, and Kaulu thereby became possessed of all Koolau. Kaulu then proceeded on to Kualoa at the Kaoio point, where Mokolii was living, a wizard in the form of a rat."
"He kupua ino keia, aohe kanaka koe ia ia i ka ai ia, aohe wahine koe. He mea mau ia ia ka noho i ke alanui e kiai ai, a e hoopunipuni ai me na olelo maalea. A hiki o Kaulu, ninau mai la o Mokolii: “Mahea mai oe?” I aku o Kaulu: “Maanei mai nei no.” “Ae, he mea ai oe na’u no keia la.” I aku o Kaulu: “Aia no hoi paha i ka ikaika.” E hao mai ana o Mokolii ia Kaulu, paa i na niho. Ia wa o Kaulu i lele ai i luna me Mokolii, a ke ao uli, haule o Mokolii a okaoka liilii, a make iho la ia Kaulu. Lilo ae la ia wahi no Kaulu. [ ]","This wizard was a very evil person and no one, man or woman, was saved who came within its reach; all would be eaten. It was customary with this wizard to sit and watch by the wayside for people to cunningly coax and deceive them to come nearer. When Kaulu arrived at the place, Mokolii inquired of him: “Where are you from?” Kaulu replied: “I came along this way.” “Yes, you will become my food for this day.” Kaulu made reply: “You can have me if you are strong.” Mokolii then jumped on Kaulu and held him with its teeth. Kaulu then flew up with Mokolii, and when they got into the blue sky Mokolii came falling down, breaking every bone in its body, killing it. The place thus became the property of Kaulu. [ ]"
"Kaao no Palila. Palila, he Koa Kaulana.—Ke Kaua Elua Ana.—Ke Kaua Ekolu ame Eha a Olomana ame Palila.",Story of Palila. Palila a Noted Warrior.—His Second Battle.—Of Olomana and Palila’s Third and Fourth Battles.
"He kanaka koa loa o Palila, a he kanaka ikaika loa, ma ke kaua ana, ua hiki ia ia ke ku imua o na kanaka he lehulehu, e kue mai ana. No Alanapo i Humuula, ma Koloa i Kauai o Palila. He heiau kapu o Alanapo na ke ’kua mai ka po mai. A ma laila o Palila i hanai kapu ia ai, e ke ’kua, me ke ao ia i ke ano o ke koa.","Palila was a very brave man and very powerful, for in battle he could fight single handed against a multitude of people. He belonged to Alanapo, in Humuula, at Koloa, Kauai. Alanapo was a kapued temple sacred to the gods from the time of darkness, and it was in this temple that Palila was brought up by the gods, and while here he received his instruction in all the arts of warfare."
"O Kaluaopalena ka makuakane o Palila, o Mahinui ka makuahine, o Hina ke kupunawahine o Palila, nana i lawe i loko o Alanapo e noho ai. O Namakaokalani ke ’lii o kekahi aoao o Kauai, o Kaluaopalena, ko kekahi aoao. E kaua ana laua, a kokoke o Kaluaopalena e pio, a lilo loa o Kauai no Namakaokalani.","Kaluaopalena was the father of Palila and Mahinui was his mother. Hina was the grandmother of Palila and it was she that took him to Alanapo to be brought up by the gods. Namakaokalani was the king of one side of Kauai, while Kaluaopalena ruled the other side. These two were at war with one another constantly; and Kaluaopalena was seen to be losing and it became apparent that in a short time he would be defeated when Namakaokalani would have in his possession the whole of Kauai."
"O kahi a na kanaka e kaua ana, o Paa ka inoa o ka aina, malaila na ’lii me na koa, a me na kanaka he lehulehu loa. Ia lakou e kaua ana, ala mai o Palila mai loko mai o Alanapo, a hopu i kana laau palau o Huliamahi ka inoa. Hele mai la a ku i ke ahua e nana ai ia kai o Paa, o Komoikeanu ka inoa o ia ahua. Nana aku la ia a noonoo, no ka makuakane kela kaua o kai. Ia wa, oniu hema keia i ka laau palau ana, o Huliamahi. A pahu aku la i kai o Paa. O ka honua, nei ka laau me ka hina i lalo. Na ka laau i luku na koa o Namakaokalani, a lohelohe hina iho la maluna o na kanaka ka laau. Ma keia hina ana o na laau ia Palila, ua pio o Namakaokalani, a makau ia Kaluaopalena ka makuakane o Palila, a ua puni o Kauai ia ia.","The place where the battle was being fought was called Paa and here the two kings with their chiefs and a great number of their warriors were gathered. While the battle was at its height, Palila rose and came out of Alanapo, took up his war club, Huliamahi by name, and went out until he came to a rise looking down on the lowlands of Paa. The name of this rise is Komoikeanu. While he stood meditating, looking at the battle that was raging below him, he concluded that it was a battle being fought against his father; so he twirled his club and threw it. The club flew through the air, traveling at such speed that the earth shook and the trees were thrown down. It was by means of the falling trees that the warriors of Namakaokalani were destroyed until there were none left. This destruction of the army of Namakaokalani caused his defeat and Kaluaopalena, the father of Palila, became the ruler of the whole of Kauai."
"A hiki o Palila i Ewa, ma Waikele, e noho ana o Kamaikaahui, he mano kanaka, elua ona ano, he kanaka a he mano.","Upon the arrival of Palila in Ewa, at Waikele, there he met Kamaikaahui, a human shark of two natures, that of a human being and that of a shark."
"No Mualea i Hana, Maui o Kamaikaahui, he kanaka ai kanaka. Aia ma ke kua kona waha, a me na niho mano, a mai laila mai kona hele ana mai a noho ma Waikele. E like me kona hana i Maui, pela kona hana i Oahu nei. Ka ai i ke kanaka, a ke nahu. [ ] Nolaila, makau ke ’lii o Oahu nei, o Ahuapau, a me na kanaka. Nolaila, olelo ke ’lii, o Ahuapau, o ke kanaka e holo ai o Kamaikaahui, e lilo ia i alii, a e komo i ka heiau o Kanelaauli ma Kahehuna, malalo o Puowaina.","Kamaikaahui belonged to the land of Mualea in Hana, Maui, and he was a man who lived on the flesh of other men. His mouth was at his back containing several rows of teeth like the shark. It was from Mualea that he came and made his home at Waikele. As was his practice while living on Maui, so did he indulge on Oahu. Every time he got a chance he would secretly kill men and eat them up. When Ahuapau, who was [ ] king of Oahu at this time, saw this, he and his people became afraid of the man. He therefore made a decree, that the man who could drive Kamaikaahui away from Oahu would be made king and given the privilege of first entering the temple of Kanelaauli, built at Kahehuna, below Punchbowl."
"Ma keia olelo a ke ’lii, ua lohe o Palila. Nolaila, olelo o Palila: “Ina e ike aku au iaia, alaila, holo.” Ia wa, hoike o Palila me ka laau palau ana o Huliamahi, holo o Kamaikaahui a lele i loko o ke kai. Hahau aku o Palila i ka laau palau, lele hou i uka, pela ka hana ana a make o Kamaikaahui, ia Palila.","When Palila heard the king’s decree, he made the remark, saying: “If I look at him once he will run away.” Soon after this Palila met Kamaikaahui who, upon seeing Palila with the war club, Huliamahi, ran and tried to jump into the sea. Palila then struck at the man preventing him from falling into the sea, and every time he tried to jump Palila would strike him. This was continued until Kamaikaahui was killed."
"He koa kaulana o Olomana, i ka loihi a me ka ikaika. Ua makau o Ahuapau ke ’lii o Oahu nei ia ia. A nolaila, aole e hele aku ma Koolau, mai ka lae o Makapuu a ka lae o Kaoio ma Kualoa, ua kapu ia Olomana.","Olomana was a noted warrior, famous for his great strength and his enormous height. Ahuapau, the king of Oahu, was in fear of this man and because of this he never traveled to Koolau. From the Makapuu point to the Kaoio point, at Kualoa, was kapued and sacred to Olomana."
