L1 Hawaiian_Text,Reference_Translation
"A ike o Kukuipahu i ka luku a ka hunona i na kanaka, hopu iho la ia i ka wahine opio, holo aku la a mamua o Kepakailiula kukulu iho la. A ike aku la ia, o kahi wahine opio, o Kapuaokeonaona, lalau aku la ia a kau ae la i ke kua, hoi aku la, pau iho la ka luku ana i na kanaka. Lele mai la na kanaka o na waa, pae i uka, kalua ka puaa, ka ai, noho iho la i na hale. I aku o Kepakailiula: “Ina oukou i manao e noho i Maui nei, noho no; ina no hoi e hoi i Kohala e hoi no.” O keia holo ana, ka [ ] hoomaka ana e noho ko Kohala i Maui, nolaila, kamaaina ko Kohala poe ia Maui a hiki i keia la.","The people from the canoes then came ashore, baked the pigs and food and dwelt in the abandoned houses. Kepakailiula after calling the people together addressed them saying: “If you wish to reside on Maui do so, and if you wish to return to Hawaii [ ] you may return.” This voyage to Maui was the commencement of the exodus of the people from Kohala and they became children of the soil of Maui, even to this day."
"I aku o Kepakailiula ia Kukuipahu: “Eia ka aina, o luna, o uka o kai, o oe ke ’lii, o ka moa ko’u.” Lilo ae la o Kukuipahu ke ’lii o Maui a puni. Ua kui aku la ke kaulana o Kepakailiula a hiki i Oahu, a lohe o Kakuhihewa ke ’lii, makau iho la, no ka mea, ua make o Kakaalaneo ka mea akamai i ka o ihe, ke ’lii a Kakuhihewa i makau ai. Nolaila, lawe ae la o Kakuhihewa i ka inoa o Kepakailiula i keiki ponoi nana; olelo aku la ia i kona mau kahu: “E kii oukou i kuu keiki a lawe mai i Oahu nei, e komo i ka aina ona.”","Kepakailiula then turned to Kukuipahu and said: “Behold the land and everything in it. From the mountains to the sea it is yours. You shall be its king, only reserving to myself the rights due a conqueror.” Kukuipahu thus became the king of the whole of Maui."
"A hiki na waa i Maui, a pae ma Hana, i Kapueokahi, ninau lakou: “Auhea ke ’lii o Kepakailiula?” “Aia i kela mau halau nui.” A hiki lakou nei ilaila, ninau no. I mai o Kepakailiula: “Owau.” I aku lakou nei: “I kii mai nei makou ia oe, e holo kakou i Oahu, pela mai ko makuakane o Kakuhihewa, e komo i ka aina.” Ae mai ke ’lii, holo lakou nei; o Kepakailiula, o na wahine elua, o na makuakane elua me ka laua wahine. A hiki lakou i Oahu, a pae ma Waikiki, malaila o Kakuhihewa kahi i noho ai. Haawi mai o Kakuhihewa ia Oahu a puni, ia Kepakailiula. Hoonoho iho la ia i na makuakane i mau alii no Oahu nei; o luna, o lalo, o uka, o kai, o ka moa kona a me Kakuhihewa. Noho iho la laua he mau alii.","The tidings of this great victory of Kepakailiula were carried to Oahu, and when Kakuihewa the king heard of it, he became afraid, because Kakaalaneo the most skillful spearsman, the king greatly feared by him, had been killed by this man. Kakuhihewa therefore took the name of Kepakailiula and made him his son and told his immediate attendants: “Go and bring my son to Oahu that he may enter into his land.” Upon the arrival of the canoes at Maui and landed at Kapueokahi, Hana, the messenger asked: “Where is the chief Kepakailiula?” “In those long large houses.” When the messengers arrived at the houses indicated they again asked for the chief, Kepakailiula answered: “I am he.” The messengers replied: “We have come to take you to Oahu upon the request of your father, Kakuhihewa, that you may enter the land.” The chief consented to this and sailed for Oahu, taking with him his two wives, and his foster fathers with their wife. Upon their arrival at Oahu they landed at Waikiki, where Kakuhihewa was residing at the time. Kakuhihewa then gave the whole of Oahu over to Kepakailiula. Kepakailiula then in turn made his foster fathers the joint kings of Oahu, to have possession of everything on the land, under the land, and from the mountains to the sea, reserving to himself and Kakuhihewa their rights as rulers. The foster fathers thereupon became the joint kings [of Oahu]."
"A hala eha la o ko lakou noho ana ma Waikiki, he mea mau na na kamaaina ka heenalu i na la a pau loa. O Makolea kekahi ma keia heenalu ana, ka wahine a Kepakailiula. O ka nalu o Kalehuawehe ka nalu e hee ai o Makolea. Ia ia malaila e heenalu ana, hiki mai la o Keaumiki, a me Keauka mai Kauai mai, a lawe aku la ia Makolea lilo.","After they had been in Waikiki for about four days they joined with the people of the place in their daily pastime surf-riding. In this day’s sport Makolea, the wife of Kepakailiula also joined in with the bathers and went in surf-riding. Makolea upon joining the bathers took the surf breaking over that place known as Kalehuawehe . While she was enjoying her rides, Keaumiki and Keauka arrived from Kauai and took Makolea away with them."
"O ke ’lii o Kauai o Kaikipaananea, he ’lii ikaika i ka hakoko, i ke kulakulai, i ka honuhonu, aohe ona kanaka e hina ai, he akamai loa i ka nane, nana wale no ke eo. Aole nae ana wahine; o Keaumiki a me Keauka, he mau kiai, a kahu no hoi no Kaikipaananea. A hiki o Makolea i Kauai, lilo ae la i wahine na Kaikipaananea ke ’lii.","The king of Kauai at this time was Kaikipaananea. He was noted for his great strength in wrestling, both in the open way, catch-as-catch-can, and in the style where they get down on all fours. No man at the time was found that could throw him. He was also very skillful in giving and solving riddles; he was known to win on every occasion. He was, however, without a wife. Keaumiki and Keauka were his guardians and immediate attendants. When Makolea arrived at Kauai, she became the wife of Kaikipaananea the king."
"Haohao iho la na mea a pau loa i ka nalowale honua o ke ’lii wahine, manao iho la ua make i ka nalu, a ua lilo i ka moana loa. I aku o Kepakailiula: “Aole i make, ua lilo i ke ’lii o Kauai, ia Kaikipaananea, na Keaumiki a me Keauka i kii mai.” Noho [ ] iho la ia me Kapuaokeonaona, kahi wahine opio, akahi a launa hana laua ma ke kino. Ekolu la i hala, olelo aku o Kepakailiula ia Kakuhihewa: “I wahi waa no’u, no ka mea ke kii aihue hoi kona i ka’u wahine, pela hoi au e holo aihue aku ai.”","Upon the disappearance of Makolea the people were greatly excited and began to think that she must have been killed by the surf and carried out to sea. Kepakailiula, however, said: “No, she is not dead, she has been taken by Keaumiki and Keauka, by the order of the king of Kauai, Kaikipaananea.” He [Kepakailiula] remained with [ ] Kapuaokeonaona, the young woman, with whom he for the first time cohabited. On the third day after the disappearance of Makolea, Kepakailiula asked Kakuhihewa: “I want a small canoe. Since he has come and taken my wife in the way of a thief, I too will adopt the same course.”"
"A hiki keia i Kauai ma Waimea, ko ia nei pae ana, wawahi iho keia i kahi waa a okaoka, haalele iho la. Hele aku la keia a loaa kekahi kanaka hanohano, he ’lii malalo iho o Kaikipaananea, he kanaka waiwai loa, a he kuonoono. Lawe ae la ia ia Kepakailiula i aikane nana, a malama iho la, a hala hookahi la, ninau aku keia: “Heaha keia uwa o kela hale a me na kanaka e piha nei?” I mai ke aikane: “O ko makou alii o Kauai nei, o Kaikipaananea, e mokomoko ana ia ke uwa ala; a pau ia, he honuhonu, he kuikui; a pau ae, he nanenane iho; aohe mea e eo ai, na ua ’lii wale no ke eo.” I aku keia: “Aoe nana ia aku?” “I ke aha hoi? E pii kaua.” A hiki laua nei, e piha ana na kanaka. Kahea mai o Kaikipaananea: “E papa wahi lealea e ka malihini! E honuhonu, e mokomoko.” “Aohe o’u ike ia mea.” “E kuikui hoi ha?” Ae aku keia: “Ae, o ka’u wahi mea ia i ike lihi, aole nae i mahuahua; e hoao no paha me ke kamaaina.” Ku laua nei iluna, kui o Kaikipaananea, ku o Kepakailiula, ona a kunewa, aole nae i hina: e kui aku ana keia, ku o Kaikipaananea, waiho ilalo, moa ka umu o ka waiho ana; a liuliu ala mai, a olelo iho: “U, mikomiko, o oe ka ka hoa lealea.” Hoi aku la laua nei me ke aikane a ka hale, a hala keia la, pii hou laua nei, kuikui hou no, i keia kui ana hai kekahi lima o Kaikipaananea, hoi no laua nei. Hele mai ana ka luna o Kukaea ka inoa e kala, e hele na mea a pau i ka poaha, e koho i ka nane a ke ’lii; aohe kanaka noho, aohe wahine noho, aohe keiki noho, o ka mea ku ae a hina iho oia ke noho.","When Kepakailiula arrived at Waimea, Kauai, where he landed, he took his canoe and broke it into small pieces and left them on the shore. He then started off until he came to a man of note, who was very wealthy, a high chief under Kaikipaananea. When Kepakailiula met him he was taken in and made the friend of this chief. On the next day he asked his friend: “What is the cause of the shouts in that house where the people are gathered?” His friend replied: “That is our king, Kaikipaananea, he is wrestling. After that they will have a boxing match, and then they will give and answer riddles; no one can beat him, he is always the winner.” Kepakailiula again asked: “Can it be seen?” “Why not?” “Let us go there then?” When they arrived the place was packed with people. Kaikipaananea upon seeing Kepakailiula called out: “Say, will the stranger join in the wrestling matches?” “I am not versed in such sport.” “Let us box then.” At this Kepakailiula gave his consent saying: “All right, I know something of that game, but not very much. I am, however, willing to try with the son of the soil.” Upon taking their positions, Kaikipaananea after a while hit Kepakailiula which stunned him and caused him to stagger, but he did not fall. Kepakailiula then struck a blow at Kaikipaananea which knocked him down. He laid on the ground for a period of time long enough to cook an oven of food when he arose and said: “Yes, that was certainly good, you make an interesting opponent.”"
"A kokoke o Kukaea ma kahi a Kepakailiula e noho nei, kahea aku la, e hele mai. I mai ke aikane: “He kanaka ino, he pilo, o ka lepo o ke ’lii kana ai a hiki i keia la. ” I aku ke aikane: “E kahea aku oe.” A hiki o Kukaea, olelo aku la ia Kepakailiula a me ke aikane: “He kanaka ino wau, he lepo ka’u ai, he pilo wau e noho aku la.” I mai la o Kepakailiula: “E hamama ko waha.” Hamama kela, nini ka wai, pau ka pilopilo o ke kino, aahu ke kapa hou, hanai ka ai me ka io o ka puaa, ai keia a maona. Olelo aku o Kukaea ia Kepakailiula: “I aha la ’uanei ka’u uku ia oe, no kou hanai ana ia’u i ka ai a me ka ia, no ka mea, ua hele au a puni o Kauai nei, aohe o’u mea nana i hanai e like me oe, eia ka. He ono ka ai a me ka ia, ka puaa. Eia ka’u uku ia oe, o ka nane a ke ’lii, aohe mea e ae i loaa ai, owau wale no o ko ke ’lii kanaka [ ] ponoi ka mea i loaa ai.” I aku o Kepakailiula: “Pehea ka nane a me ka haina?” “Penei:","After this Kepakailiula and his friend returned home. On the day following they again resorted to the king’s games where another boxing match was had in which Kaikipaananea broke an arm. At the close of the games they came home. Soon after they reached home, the king’s public crier, named Kukaea (this man lived on the filth of Kaikipaananea, never having tasted food or meat from his childhood), arrived crying: “Everybody is commanded to be at the king’s audience on the fourth day to answer the king’s riddles. No man, woman or child shall stay at home, excepting those who are unable to walk.” As Kukaea approached the house where Kepakailiula was staying, Kepakailiula called out to the public crier: “Come.” His friend spoke up: “He is a filthy man, he lives on nothing but the king’s excrement.” Kepakailiula answered: “You call him.” When Kukaea came up to them, he said: “I am a filthy man, I live on filth. I am offensive to the smell.” Kepakailiula ordered: “Open your mouth.” Kukaea opened his mouth when water was poured into it and he was requested to wash himself, then new clothes were offered him. Then food and pork were given him and he sat down and eat until he was satisfied. Then he turned to Kepakailiula and said: “What shall I give you in return for your kindness, in giving me food and meat. I have traveled around Kauai but no one ever fed me as you have done this day. Here at last I have found that food and pork are pleasant to the taste. I will pay you by giving you the answers to the king’s riddles, for no other person [ ] knows them but myself, the king’s personal attendant.” Kepakailiula then asked him: “What are his riddles and the answers to them?” “They are these:"
"“Oia ka nane mua. Eia ka haina, he hale a koe ka puka komo.","“That is the first riddle. The answer is house , reserving an opening for the doorway."
"O kanaka i ku, O kanaka i moe, O kanaka i pelupelu ia.","The men that stand, The men that lie down, The men that are folded."
"“Oia ka lua o ka nane, eia kona haina, he hale no, o ka laau e ku ana, o ka aho e moe ana, o ka mauu i pelupelu ia. E hoi au, a hiki ia la, pii ae oe, a na’u no auanei e hoa ka umu, a enaena, hai oe i ka nane mua; a ulu, a lele ke a ma kapa, hai oe i ka lua o ka nane; a pau ia na’u e lalau mai i ke ’lii a hoolei i ka umu.”","“That is the second riddle. The answer is, house , again. The timbers that stand, the battens that are laid down and the grass that is folded. I must go home now. When the day arrives, you must come up. I will prepare the oven and when it is heated you answer the first riddle; and when you see the stones thrown out onto the sides, answer the second riddle; after that I will take ahold of the king and throw him in the oven.”"
"A hiki ia la, hele aku la laua nei me ke aikane a hiki, ike mai la ke ’lii, kahea mai la: “Maanei ka malihini.” A hiki keia olelo mai la kela: “E papa wahi lealea me ka malihini?” Ae aku keia. “Ae.” “He nane, ina e loaa a’u nane elua, kalua ia au i ka umu, ina loaa ole, kalua ia oe i ka umu, oia la.” Hai mai la ua ’lii nei i ka nane ia ia nei:","On the day appointed, Kepakailiula and his friend went to the king’s house. As they came in the king saw them and called out: “Let the stranger be seated here.” As soon as he sat down, the king said: “Will the stranger join in the fun?” Kepakailiula replied: “Yes.” “I have two riddles,” said the king. “If the right answers are given to them, I will be baked in the oven. If they are not answered correctly, you will be baked in the oven. These are the conditions.” The king then gave the first riddle."
"“Oia a’u nane la, i lohe oe e ka malihini; a loaa ia oe pakele oe i na la, loaa ole ia oe make oe ia’u, kalua ia oe i ka umu.” A ike keia ua enaena ka umu, hai aku la i ka nane mua: “He hale, ako ia a puni, koe ka puka komo.” “Ae, loaa ae la kuu nane mua ia oe, o kuu nane alua koe, ina aole e loaa, make oe ia’u.” Nana aku la keia a ulu ka umu, a hiolo ke a i lalo, hai aku la:","“These are my riddles, I want the stranger to understand. If you give the right answers you will indeed live, but if you fail, I shall kill you. I will bake you in the oven.” When Kepakailiula saw that the oven was heated, he gave the answer to the first riddle: “It is a house. It is thatched all around, reserving the door way.” “Yes, you have given the right answer to my riddle; my second one is yet to be answered. If you fail, I shall kill you.” Kepakailiula looked at the oven and when he saw the stones being thrown to the side he answered the second riddle:"
"He hale no; He laau ke ku ana, He aho ke moe ana, He mauu ke pelu ana.","It is also a house. The timbers that stand, The battens that are laid down, The grass that is folded."
"“Kahaha! I loaa la ia oe, ia wai?” Ia ia e olelo ana, o ka manawa ia noho ana i loko o ka umu ia Kukaea. Iho iho ana na ’lii o Kauai e alu, a me na kanaka, e noke aku ana o Kepakailiula i ka haihai, oia o ke aikane, o Kukaea, holo na kanaka i ke [ ] kuahiwi. Loaa aku la o Makolea ka wahine, hoi aku la me ke aikane. A hiki i ka hale, haawi aku o Kepakailiula ia Kauai a puni no ke aikane, o Kukaea ke ’lii malalo, noho lakou ia Kauai, o ka pau ana ia o keia kaao. [ ]","“What! Who has told you?” While he was expressing his wonder he was thrown in the oven by Kukaea. At this time, the chiefs and men of Kauai jumped in to help their king, but Kepakailiula, his friend and Kukaea fought so well and bravely [ ] that great numbers were slain, forcing the Kauai people to flee to the mountains. Makolea the wife of Kepakailiula was soon after found and they returned to the home of his friend. Upon arriving at the house, Kepakailiula gave Kauai over in charge of his friend with Kukaea under him. They then remained on Kauai for many days. Thus ends this legend. [ ]"
"O Wahanui ke ’lii, o Kilohi ke kaula, o Hawaii ka aina, holo mai la kona mau kaulua mai Hawaii mai, a Kaunolu i Lanai. O ke kumu o keia holo ana o Wahanui, he olelo nana i hoohiki, penei: “Aia a hehi i ka houpo o Kane laua o Kanaloa, alaila, hoi i Hawaii.” Mamua ae o ka holo ana mai o Wahanui mai Hawaii mai, e noho ana o Kane, Kanaloa a me ko laua pokii o Kaneapua, i Kaunolu, ma Lanai; he mau akua lakou ekolu, o Kane a me Kanaloa, he mau kino manu ko laua, o Kaneapua he kino kanaka kona.","Wahanui was the king, Kilohi was the prophet and Hawaii the land they lived in. Boarding his double canoe, he left Hawaii and set sail for Kaunolu, Lanai. The reason of this journey made by Wahanui was on account of an oath made by him, “When I step on the breasts of Kane and Kanaloa, then will I return to Hawaii.” Before Wahanui sailed from Hawaii, Kane and Kanaloa, together with their younger brother Kaneapua, were living at Kaunolu, Lanai. They were three gods who sometimes changed into other forms. Kane and Kanaloa taking the form of birds, while Kaneapua very often had a human form."
"Noho iho la lakou a make i ka wai, olelo aku o Kane a me Kanaloa ia Kaneapua, ko laua pokii: “E pii oe i wai no kakou, i uka o Lanai,” o Nanaihale ka inoa o ka wai. A hiki o Kaneapua me ka huewai ilaila, mimi iho la ia ma kapa nahelehele o ka wai, a pau ia, hoi iho la ia a ka punawai, ukuhi i ka huewai. Aole ia i ike, ua kahe ka mimi ona a loko o ka wai, hoi aku la ia a hiki i o Kane a me Kanaloa, lalau mai la laua i ka huewai a inu iho la, he mimi wale no ka wai, ia wa, lele laua a haalele ia Kaneapua i Lanai.","Once upon a time they became very thirsty, so Kane and Kanaloa requested their youngest brother to go to the uplands of Lanai for water, at a spring called Nanaihale. Upon the arrival of Kaneapua at the spring with his water jug, he urinated by the edge of the spring before he stooped down to fill his jug; he did not know that his urine had run into the spring. When he arrived home and met Kane and Kanaloa, they reached out for the water jug and each took a drink. When they had satisfied their thirst they discovered that it was urine instead of water, so they flew off and left Kaneapua on Lanai."
"Ia Kaneapua e noho ana ma ka lae o Kaunolu, holo mai ana ka waa o Wahanui, kahea aku o Kaneapua mauka: “Nowai he waa?” “No Wahanui,” pela ’ku ke kaula o Kilohi. “O Wahanui ke ’lii, owai ke kaula?” “O Kilohi.” Ninau hou o Kaneapua: “He waa e holo ana i hea?” “He waa e holo ana i Kahiki, hehihehi i ka houpo o Kane a me Kanaloa.” I aku o Kaneapua: “Pehea la hoi owau kekahi?” Olelo mai o Kilohi: “He komokomo ka waa.” “I ka iako au.” “He komo no.” “I ke ama au.” “He komo.” Pela no ka ia nei olelo a pau luna o ka waa. I aku o Kaneapua: “E hoi he ino.” I mai o Kilohi: “O oe no ka mea e hoi ai ka waa o ko’u haku?”","While Kaneapua was one day seated by the seashore on the Kaunolu point, he saw the double canoe of Wahanui passing by, so he called out from the shore: “Whose canoe is that?” “It is Wahanui’s,” replied the prophet Kilohi. “Wahanui is the chief, who is the prophet?” “Kilohi.” Kaneapua again asked: “A canoe, sailing where to?” “It is a canoe sailing to Tahiti to step on the breasts of Kane and Kanaloa.” Kaneapua called out: “Why not let me come too?” Kilohi answered: “The canoe is already loaded down.” “If the canoe is loaded down, let me ride on the sticks connecting the canoe to the outrigger.” “They are also overcrowded.” “Let me ride on the outrigger then.” “That too is overcrowded.” This conversation was carried on until every part of the canoe was requested for. Kaneapua then called after he had been denied a seat on any part of the canoe: “Return, it is going to be stormy.” Kilohi replied: “Who are you that shall cause my lord’s canoe to return?”"
"Holo mai la lakou mai Kaunolu a ka lae o Kaena, loaa i ka makani, ka ino, kahuli na waa, opili ke ’lii o Wahanui, pulu na ukana, hoi aku la a pae ma Lele, i Lahaina. Moe a ao ae, holo hou lakou a Kaunolu, hana aku no o Kaneapua e like me na olelo mua, aohe ae o Kilohi, ke kaula. Holo no a make hou, hoi hou, o ka lua ia. [ ] Hooiaio iho o Wahanui i ka olelo a Kaneapua ke keiki, me kona manao ua oi kona ike i ko Kilohi, kana kaula. Ia holo ana, kau o Kaneapua i luna o na waa a holo aku la. Elua hookele o luna, o Hookele i Hilo, o Hookele i Kau; mahope o na hookele o Kaneapua. O ka manawa ia, paa o luna i ka ohu me ka pohina, aohe ike o mua ia hope o na waa; pela ko lakou holo ana a hiki i ka aina o Kanehunamoku, he kino ilio ke ano o ka aina ma ka lakou ike aku. Olelo aku o Kilohi ia Wahanui: “He ilio. E hoi kaua i Hawaii, i honi aku i ka ihu o ke keiki me ka wahine, a papau kaua i ka ilio ai kanaka a Hina.”","After leaving the Kaunolu point, they continued on their way until they were off the Kaena point, where they encountered a heavy wind; soon after this a storm arose and the canoe was overturned. Wahanui the chief got a severe cold and the things in the canoe were wet: so they returned and landed at Lele, in Lahaina. After spending the night at this place they again set out the next day. Upon passing by Kaunolu, Kaneapua again called out as before, and again the prophet, Kilohi, refused to allow him to come aboard. Not very far from this place they again were caught in another [ ] storm and were forced to return a second time. On this return Wahanui began to realize how true the boy Kaneapua predicted and that he was much smarter than his prophet, Kilohi. On the next trip Kaneapua was given passage and the journey was then resumed. There were two sailing masters aboard, Hookele i Hilo and Hookele i Kau. Kaneapua sat behind the sailing masters. As soon as Kaneapua took his seat a thick fog was seen to approach them and before very long a thick darkness enveloped them; so thick indeed that those in the aft part of the canoe could not see those in the fore part. This darkness prevailed until they arrived at the land of Kanehunamoku, a land which appeared to them in the form of a dog. Kilohi said to Wahanui that it was a dog and begged him that they return to Hawaii and kiss the children and wives ere they be eaten up by the man-eating dog of Hina. At this it was made evident to Wahanui, that Kilohi was not the great priest that he had all along thought him to be, and that they would all have been killed if Kaneapua had not been allowed to join them."
"Olelo Hoakaka. Ua maopopo, aohe ike o Kilohi ma keia olelo ana; mai make lakou, ina aole o Kaneapua e kau pu me lakou. I aku o Kaneapua: “Lalau oe e Kilohi, he aina ia, o Kanehunamoku, ike mai la ia oe i ka malihini, lele ae la ka hauli o ka moku iluna, hoaiai mai la; he kanaka ko uka ke uwalo mai la.” A kokoke lakou, i nana aku ka hana he aina, he kanaka, he puna ka ai, he ai make. Haalele lakou ia Kanehunamoku, holo hou lakou. I nana aku ka hana, he mau puu elua, o Paliuli, o Palikea, e oni ana iluna, a kiekie mamua o lakou nei, he mau kupua keia na Kane a me Kanaloa, e ake ana e make lakou nei. I aku o Kaneapua ia Wahanui a me Kilohi: “He make keia, ina e hiolo iho, pau kakou i ka make; na Kane laua o Kanaloa keia make.” Olelo aku la o Kaneapua ia Paliuli a me Palikea: “E hoi i lalo, o make auanei au hilahila olua.” Ma keia olelo, hilahila na puu, hala keia make. I aku keia ia Wahanui: “E lana oukou maanei, e luu au ilalo, no ka mea, aia ilalo o ka Honunuikuaeaea, ke kupunawahine, o ke kua he make, o ke alo ke ola.” Luu keia a kahea iho: “E ka Honunuikuaeaea, huli ae ko alo iluna .” Huli ae ana kela iluna ke alo. “Nawai ke kupu o oe?” “Nau no.” “Owai kou inoa?” “O Kaneapua.” Lele mai la ke kupunawahine uwe, a ninau mai la: “Heaha ka huakai a kuu haku i hiki mai nei?” “I kaula hekau no ka waa e paa ai.” Haawi mai la ka honu i ka naau ona ia Kaneapua. Ea ae la o Kaneapua a ka waa, hikii iho la a paa.","At this fear expressed by Kilohi, Kaneapua said reassuringly: “You are entirely mistaken, Kilohi, that is the land of Kanehunamoku. Upon seeing you to be a stranger the land is hidden from view, when it becomes clear [it will be seen]. There are people on the land as you can hear their voices.” When they drew nearer to the place they saw that it was land, they also saw a man who was gathering coral for food, a death-dealing food. Soon after this they left the land of Kanehunamoku and continued on their way. After they had sailed for some time they looked up and saw two hills, Paliuli and Palikea which appeared to be moving and towering above and ahead of them. These two hills were two demi-gods sent by Kane and Kanaloa who desired their destruction. Kaneapua said to Wahanui and Kilohi: “That is death, if those hills should crumble and fall on us we shall all be killed. They have been sent by Kane and Kanaloa.” Kaneapua then called out to Paliuli and Palikea: “Return down below else I shall be killed and you two will be ashamed.” At this call the two hills were shamed and the travelers were saved. Kaneapua then said to Wahanui: “You float here while I dive down below. Honunuikuaeaea my grandmother is down there; if her back is turned up it will mean our death, but if it is turned down, we will be saved.” He then dove down and called out: “Honunuikuaeaea, turn your face upward.” She then turned her face upward and called out: “Whose offspring art thou?” “Yours.” “What is your name?” “Kaneapua.” The grandmother then fell on him and wept, and then asked him: “What is the object of this journey that brings my lord here?” “I want a rope to moor the canoe with.” She then gave Kaneapua her intestines and Kaneapua rose to the surface and tied the rope to the canoe."
"Kuu mai ana o Kane laua o Kanaloa i ka ipu makani a Laamaomao, pa ka makani, ka ino, ke kai, popoi, haki ka nalu, lele puna i uka me ke akoakoa, hookahi anahulu o ka pa ana. A pau ka pa ana, pau ae la ka make, aohe kupu e koe, he ilio nae koe, na Kaneapua no. Pae aku la lakou a uka i ke one, olelo aku la o Kaneapua [ ] i ke ’lii ia Wahanui: “E hele oe a na kanaka ekolu e moe ana iluna ke alo, o Kane a me Kanaloa, o Mauli ke kolu, hehi iho oe i na umauma o lakou a hoi mai; mai nana aku oe i hope, hele aku la o Wahanui a hoi mai la. Olelo aku o Kaneapua: “Ea! E wahi oukou ia’u a onionio, a e olelo oukou owau ko oukou akua, o Kaneapua.” Lohe o Wahanui i nei olelo a Kaneapua, kukuli iho la ia a mohai aku la i kana waiwai i lawe mai ai na Kaneapua. Akahi a maopopo ia lakou o Kaneapua keia me lakou. Akoakoa mai la ke namu, ke nawa, ka huhu, ninau mai la: “Auhea ko oukou akua?” “Eia ke ku nei.” “U! He ’kua nui no ka ko oukou.” “Ae, he pau ko oukou i ka ai ia me kona maona ole.”","Kane and Kanaloa soon after opened the calabash in which was kept the wind of Laamaomao. The wind came up, a storm arose, the sea became rough, the waves beat down and broke over them causing the coral to be thrown up on the shore. This storm lasted ten days. When the storm abated the travelers once more thought of safety and that all their troubles were about over; but there yet remained one more object to be encountered, a dog that belonged to Kaneapua. They then landed and [ ] moored their canoe. Kaneapua then said to Wahanui: “Go until you find three men who are lying down face up; they are Kane and Kanaloa, and the third one is Mauli. Step on the breasts of all three of them and return, but don’t look backward.” Wahanui then went on his way and after carrying out the instructions he returned. Kaneapua then instructed his companions, saying: “You must now wrap me up and make me appear to be striped and say that I am your god, Kaneapua.” When Wahanui heard this he went down on his knees before Kaneapua and offered him all the things of value brought by him; this being the first time that he was made aware that this person who had been with them all this time was Kaneapua. Shortly after this all manner of spirits gathered and asked: “Where is your god?” “Here it is standing.” “Yes, you have a large god indeed.” “Yes, you could all be devoured [by him] without satisfying his hunger.”"
"Olelo aku la o Kaneapua: “Ea, i komo oukou i ka hale, mai noho oukou ma kahi maikai, he make ia, ma kahi inoino he ola ia.” Hiki aku la lakou i ka hale. Pela ko lakou noho ana a hala he mau mahina, makaukau lakou e hoi, haawi mai o Kaneapua ia Wahanui, he mau pilikua elua. Eia ke ano o ka pilikua, o ke kua o kekahi me ke kua o kekahi hui, komo na iwi aoao a paa loa, elua poo, eha lima, me na wawae, eha no hoi maka, ina e hele kekahi e mimi, e hana lepo paha, alaila, hele kekahi me kona mimi ole, pela ma na hele ana a pau loa. No kekahi ka hele, hele aku kekahi. Lawe mai la o Wahanui i mau milimili nana. I mai o Kaneapua: “Mai hoike oe i kou wa e hoi ai, a hiki i Hawaii, o make oe.”","After this Kaneapua instructed his companions as follows: “When you get to the house don’t sit in the best places as that will mean your death, but sit in the bad places and you will be saved.” When they arrived at the house they followed out the instructions given them. They lived here until after the expiration of some months when they made their preparation to return home. On leaving, Kaneapua gave Wahanui an image of a double-bodied giant, the bodies being joined together by means of the ribs growing into one another. It had two heads, four hands and feet and four eyes. If one was called to obey the laws of nature, the other accompanied without such desire, and so in all their movements. Upon accepting this present Kaneapua said to him: “Don’t show this image until you reach Hawaii for otherwise you will get killed.”"
